xbrl_name,formatted_name
AdditionOfAllowanceForImpairmentOfTradeReceivables,Penambahan penyisihan penurunan nilai piutang usaha
ReductionOfMovementOfAllowanceForImpairmentOfTradeReceivables,Pengurangan mutasi penurunan nilai piutang usaha
WrittenOffOfMovementOfAllowanceForImpairmentOfTradeReceivables,Dihapusbukukannya cadangan penurunan nilai piutang usaha
AllowanceForImpairmentOfTradeReceivables,"Penyisihan penurunan nilai piutang usaha, akhir periode"
