xbrl_name,formatted_name
TotalBankLoanGross_BankJagoTbkMember_THBMember,"Bank Jago Tbk - THB - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankJagoTbkMember_USDMember,"Bank Jago Tbk - USD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankJagoTbkMember_USDMember,"Bank Jago Tbk - USD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankJagoTbkMember_OtherCurrencyMember,"Bank Jago Tbk - Mata uang lainnya - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankJagoTbkMember_OtherCurrencyMember,"Bank Jago Tbk - Mata uang lainnya - Jumlah utang bank, kotor"
TotalBankLoanGross_BankJagoTbkMember,"Bank Jago Tbk - Total - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_IDRMember,"Bank Permata Tbk - IDR - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_IDRMember,"Bank Permata Tbk - IDR - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_AUDMember,"Bank Permata Tbk - AUD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_AUDMember,"Bank Permata Tbk - AUD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_CADMember,"Bank Permata Tbk - CAD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_CADMember,"Bank Permata Tbk - CAD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_CNYMember,"Bank Permata Tbk - CNY - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_CNYMember,"Bank Permata Tbk - CNY - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_EURMember,"Bank Permata Tbk - EUR - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_EURMember,"Bank Permata Tbk - EUR - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_HKDMember,"Bank Permata Tbk - HKD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_HKDMember,"Bank Permata Tbk - HKD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_GBPMember,"Bank Permata Tbk - GBP - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_GBPMember,"Bank Permata Tbk - GBP - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_JPYMember,"Bank Permata Tbk - JPY - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_JPYMember,"Bank Permata Tbk - JPY - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_SGDMember,"Bank Permata Tbk - SGD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_SGDMember,"Bank Permata Tbk - SGD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_THBMember,"Bank Permata Tbk - THB - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_THBMember,"Bank Permata Tbk - THB - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_USDMember,"Bank Permata Tbk - USD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_USDMember,"Bank Permata Tbk - USD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankPermataTbkMember_OtherCurrencyMember,"Bank Permata Tbk - Mata uang lainnya - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankPermataTbkMember_OtherCurrencyMember,"Bank Permata Tbk - Mata uang lainnya - Jumlah utang bank, kotor"
TotalBankLoanGross_BankPermataTbkMember,"Bank Permata Tbk - Total - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankMegaTbkMember_IDRMember,"Bank Mega Tbk - IDR - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankMegaTbkMember_IDRMember,"Bank Mega Tbk - IDR - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankMegaTbkMember_AUDMember,"Bank Mega Tbk - AUD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankMegaTbkMember_AUDMember,"Bank Mega Tbk - AUD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankMegaTbkMember_CADMember,"Bank Mega Tbk - CAD - Utang bank, nilai dalam mata uang asing"
TotalBankLoanGross_BankMegaTbkMember_CADMember,"Bank Mega Tbk - CAD - Jumlah utang bank, kotor"
BankLoanAmountInForeignCurrency_BankMegaTbkMember_CNYMember,"Bank Mega Tbk - CNY - Utang bank, nilai dalam mata uang asing"
