xbrl_name,formatted_name
InterestRateTypeForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_SGDMember,Bank Rakyat Indonesia (Persero) Tbk - SGD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankRakyatIndonesiaPerseroTbkMember_THBMember,"Bank Rakyat Indonesia (Persero) Tbk - THB - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_THBMember,Bank Rakyat Indonesia (Persero) Tbk - THB - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_THBMember,Bank Rakyat Indonesia (Persero) Tbk - THB - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_THBMember,Bank Rakyat Indonesia (Persero) Tbk - THB - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankRakyatIndonesiaPerseroTbkMember_USDMember,"Bank Rakyat Indonesia (Persero) Tbk - USD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_USDMember,Bank Rakyat Indonesia (Persero) Tbk - USD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_USDMember,Bank Rakyat Indonesia (Persero) Tbk - USD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_USDMember,Bank Rakyat Indonesia (Persero) Tbk - USD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankRakyatIndonesiaPerseroTbkMember_OtherCurrencyMember,"Bank Rakyat Indonesia (Persero) Tbk - Mata uang lainnya - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_OtherCurrencyMember,Bank Rakyat Indonesia (Persero) Tbk - Mata uang lainnya - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_OtherCurrencyMember,Bank Rakyat Indonesia (Persero) Tbk - Mata uang lainnya - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankRakyatIndonesiaPerseroTbkMember_OtherCurrencyMember,Bank Rakyat Indonesia (Persero) Tbk - Mata uang lainnya - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_IDRMember,"Bank Mandiri (Persero) Tbk - IDR - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_IDRMember,Bank Mandiri (Persero) Tbk - IDR - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_IDRMember,Bank Mandiri (Persero) Tbk - IDR - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_IDRMember,Bank Mandiri (Persero) Tbk - IDR - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_AUDMember,"Bank Mandiri (Persero) Tbk - AUD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_AUDMember,Bank Mandiri (Persero) Tbk - AUD - Jatuh tempo utang bank jangka panjang
